a_id,b_id,pair_strategy,pair_score,is_true_pair,is_same_group,a_group_id,b_group_id
0,3772,metadata_similarity,0.9979178220602719,0,0,35,28
1,1265,metadata_similarity,0.9990837184779155,0,0,33,24
2,2251,metadata_similarity,0.999247362345749,0,0,28,45
3,548,metadata_similarity,0.998927063825203,0,1,25,25
4,3636,metadata_similarity,0.9995838426884389,0,1,43,43
5,3981,metadata_similarity,0.999035587427495,0,0,40,29
6,2693,metadata_similarity,0.9981894928284879,0,0,35,40
7,372,metadata_similarity,0.9994487466729428,0,0,15,27
8,3679,metadata_similarity,0.9978933769651123,0,0,20,37
9,4804,metadata_similarity,0.9997974029188631,0,0,27,29
10,2746,metadata_similarity,0.9993764137886181,0,0,3,24
11,2525,metadata_similarity,0.9999542147714569,0,0,2,11
12,406,metadata_similarity,0.9990717234275096,0,0,35,33
13,13,metadata_similarity,0.9995723911582931,1,1,36,36
14,58,metadata_similarity,0.9979784709147977,0,0,19,30
15,2212,metadata_similarity,0.9993140448553508,0,0,25,6
16,16,metadata_similarity,0.9996100368690449,1,1,5,5
17,1172,metadata_similarity,0.9992251091901775,0,1,46,46
18,1633,metadata_similarity,0.9999907020132709,0,0,18,27
19,4732,metadata_similarity,0.9987928748234914,0,0,44,47
20,785,metadata_similarity,0.9992153051604564,0,0,15,27
21,4303,metadata_similarity,0.9995309982709588,0,1,0,0
22,981,metadata_similarity,0.9999422240478703,0,0,46,47
23,4317,metadata_similarity,0.9945536151081839,0,0,42,26
24,4188,metadata_similarity,0.9994290276860094,0,0,10,25
25,2768,metadata_similarity,0.9989480864152607,0,1,28,28
26,3087,metadata_similarity,0.9984216116957447,0,0,25,5
27,3739,metadata_similarity,0.9999988379973431,0,0,5,49
28,4831,metadata_similarity,0.9987604771500913,0,0,23,44
29,4241,metadata_similarity,0.9999009918220482,0,0,10,4
30,14,metadata_similarity,0.999815112295861,0,0,30,19
31,31,metadata_similarity,0.9985081869249165,1,1,45,45
32,2837,metadata_similarity,0.9997490911483767,0,0,14,26
33,2536,metadata_similarity,0.9995969276132923,0,0,3,9
34,4339,metadata_similarity,0.9995379081809284,0,0,39,27
35,4094,metadata_similarity,0.9998281157480324,0,0,31,32
36,103,metadata_similarity,0.99958139452112,0,0,32,0
37,2678,metadata_similarity,0.9998339861917109,0,0,46,29
38,1284,metadata_similarity,0.998737064469676,0,0,10,6
39,3351,metadata_similarity,0.9997431061497826,0,0,45,44
40,40,metadata_similarity,0.9996596975452852,1,1,23,23
41,1246,metadata_similarity,0.999932812825998,0,0,10,9
42,42,metadata_similarity,0.9972545790291625,1,1,48,48
43,4245,metadata_similarity,0.9978492731786721,0,1,17,17
44,2710,metadata_similarity,0.9990675426642307,0,0,41,9
45,60,metadata_similarity,0.9996240857266936,0,0,23,20
46,4074,metadata_similarity,0.9994912956226946,0,0,43,30
47,1053,metadata_similarity,0.9996710953815819,0,0,37,18
48,946,metadata_similarity,0.998457445552442,0,0,6,20
49,928,metadata_similarity,0.9985752996467724,0,0,13,14
50,3107,metadata_similarity,0.9988392570349472,0,0,7,15
51,51,metadata_similarity,0.9993762131899908,1,1,1,1
52,1806,metadata_similarity,0.9972472807468205,0,0,26,22
53,710,metadata_similarity,0.9998407700133792,0,1,0,0
54,2258,metadata_similarity,0.9999183336424696,0,0,32,48
55,364,metadata_similarity,0.9994286879251619,0,1,13,13
56,2399,metadata_similarity,0.9999410350978591,0,0,22,29
57,4160,metadata_similarity,0.9995104649014643,0,0,17,23
58,14,metadata_similarity,0.9980713907162093,0,0,30,19
59,105,metadata_similarity,0.9977298340654638,0,0,5,21
60,4029,metadata_similarity,0.9996919667965907,0,0,20,33
61,3292,metadata_similarity,0.9998372772573035,0,0,28,34
62,2925,metadata_similarity,0.99939098303334,0,0,32,0
63,704,metadata_similarity,0.9956819062888126,0,0,5,21
64,1970,metadata_similarity,0.9980162143661304,0,0,27,37
65,1101,metadata_similarity,0.9996255766010987,0,0,6,0
66,1367,metadata_similarity,0.9996423322075477,0,0,33,41
67,2226,metadata_similarity,0.9995418086083929,0,0,35,34
68,2927,metadata_similarity,0.9998254485042186,0,0,8,24
69,2598,metadata_similarity,0.9990353387660028,0,0,22,26
70,453,metadata_similarity,0.9992297091647093,0,0,15,13
71,71,metadata_similarity,0.9869487579481442,1,1,35,35
72,2426,metadata_similarity,0.9977508862674894,0,0,31,11
73,3932,metadata_similarity,0.9940843286697701,0,0,10,19
74,2776,metadata_similarity,0.9987515985180943,0,0,33,13
75,1141,metadata_similarity,0.9993068616108082,0,0,36,41
76,2574,metadata_similarity,0.9975629910886418,0,0,47,42
77,3061,metadata_similarity,0.9992011426450329,0,0,10,4
78,3585,metadata_similarity,0.9996149607808554,0,0,2,35
79,1938,metadata_similarity,0.9998002685580754,0,0,28,41
80,3346,metadata_similarity,0.9995615192337087,0,0,44,38
81,1024,metadata_similarity,0.9996144686341963,0,0,20,3
82,3794,metadata_similarity,0.9995589892431463,0,1,9,9
83,1597,metadata_similarity,0.9999555777829692,0,0,1,2
84,389,metadata_similarity,0.999521727004705,0,0,15,21
85,4294,metadata_similarity,0.999124873895152,0,0,3,4
86,1048,metadata_similarity,0.9961686668262247,0,1,39,39
87,2217,metadata_similarity,0.9999631701636589,0,0,31,22
88,473,metadata_similarity,0.99841413482689,0,0,42,43
89,1255,metadata_similarity,0.9996140266365763,0,0,24,9
90,4718,metadata_similarity,0.9996278517962416,0,0,48,41
91,803,metadata_similarity,0.9993391791457114,0,0,20,19
92,2247,metadata_similarity,0.999795737203543,0,0,34,36
93,3817,metadata_similarity,0.9961171077833926,0,0,45,28
94,4648,metadata_similarity,0.9998318961151629,0,1,47,47
95,95,metadata_similarity,0.9980959006716268,1,1,38,38
96,4662,metadata_similarity,0.9995001406292132,0,1,11,11
97,554,metadata_similarity,0.9998736932335113,0,0,39,37
98,1980,metadata_similarity,0.9992683521994968,0,0,47,37
99,3336,metadata_similarity,0.9998857821688881,0,0,22,25
100,4864,metadata_similarity,0.9999878899103609,0,1,45,45
101,2040,metadata_similarity,0.9991397272528343,0,0,6,15
102,3927,metadata_similarity,0.9998434242677686,0,0,47,41
103,4639,metadata_similarity,0.9989249444882536,0,0,0,49
104,3663,metadata_similarity,0.9999454302123809,0,0,30,36
105,1198,metadata_similarity,0.999579163471435,0,0,21,14
106,2934,metadata_similarity,0.9987854291534329,0,0,29,22
107,3092,metadata_similarity,0.9993525183734346,0,1,2,2
108,3670,metadata_similarity,0.9996642983684463,0,1,10,10
109,3891,metadata_similarity,0.999956580702651,0,0,38,24
110,835,metadata_similarity,0.998657113005865,0,1,46,46
111,4771,metadata_similarity,0.9996189934854841,0,0,38,2
112,4969,metadata_similarity,0.9997146625749233,0,0,29,5
